nace_r2,sizeclas,unit,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
B,TOTAL,AVG_3Y,ES	0.1 p	0.1 	0.1 	0.2 b	0.2 b	0.2 b	0.3 	0.4 	: 	: 	: 
B,TOTAL,AVG_3Y,EU	0.7 	0.6 	0.6 	0.7 	0.8 	0.7 	: 	: 	: 	: 	: 
B,TOTAL,AVG_3Y,EU27	0.7 	0.6 	0.6 	0.7 	0.8 	0.7 	: 	: 	: 	: 	: 
B,TOTAL,AVG_3Y,EU28	0.7 	0.6 	0.6 	0.7 	0.7 	0.7 	: 	: 	: 	: 	: 
B,TOTAL,AVG_3Y,FI	: c	: c	: c	: c	: c	: c	2.5 	1.1 	: 	: 	: 
B,TOTAL,AVG_3Y,HR	0.3 b	0.4 b	0.3 b	0.2 	0.1 	: 	: 	: 	: 	: 	: 
B,TOTAL,AVG_3Y,HU	1.1 p	0.4 	0.4 	0.4 	0.6 	0.5 	0.4 	0.2 	0.2 	0.3 	1.0 
B,TOTAL,AVG_3Y,IE	0.2 p	0.2 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: 	: 
B,TOTAL,AVG_3Y,LT	0.5 	0.5 	0.2 	0.1 	0.1 	0.1 	0.1 	0.0 	0.5 	: 	: 
B,TOTAL,AVG_3Y,LU	0.1 	0.1 	0.1 	0.1 	0.2 	0.1 	0.1 	0.0 	0.1 	: 	: 
B,TOTAL,AVG_3Y,LV	1.3 	0.6 	0.3 	0.2 	0.2 	0.2 	0.3 	0.7 	0.9 	: 	: 
B,TOTAL,AVG_3Y,MK	1.0 	1.3 	1.2 	1.1 	0.9 	: 	: 	: 	: 	: 	: 
B,TOTAL,AVG_3Y,NL	2.1 p	1.8 p	2.4 p	3.4 p	4.3 	4.5 	4.4 	4.2 	4.0 	4.2 	4.7 
B,TOTAL,AVG_3Y,NO	1.4 	0.8 	1.1 	1.8 	2.8 	3.3 	3.1 	2.6 	: 	: 	: 
B,TOTAL,AVG_3Y,PL	0.2 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	: 	: 	: 
B,TOTAL,AVG_3Y,PT	: c	: c	: c	: c	: c	: c	: c	0.3 	0.3 	: 	: 
B,TOTAL,AVG_3Y,RO	0.2 	0.2 	0.2 	0.2 	0.1 	0.1 	0.0 	0.0 	: 	: 	: 
B,TOTAL,AVG_3Y,SE	3.3 	3.5 	3.5 	3.8 	3.8 	3.6 	3.0 	1.9 	: 	: 	: 
B,TOTAL,AVG_3Y,SI	0.6 	: c	: c	: c	0.2 	0.2 	0.2 	0.3 	0.3 	: 	: 
B,TOTAL,AVG_3Y,SK	1.3 	1.2 	1.0 	0.6 	0.6 	0.7 	0.8 	0.8 	1.2 	: 	: 
B,TOTAL,AVG_3Y,UK	1.9 p	1.8 	2.1 	2.5 	3.0 	3.1 	2.6 	2.2 	2.3 	2.6 	3.2 
B,TOTAL,AVG_A,AT	2.1 	1.5 	0.8 	1.0 	0.9 	0.8 	0.9 	1.0 	1.3 	0.8 	: 
B,TOTAL,AVG_A,BE	1.8 	2.6 	1.6 	2.3 	1.5 	0.2 b	0.7 b	0.0 	0.0 	: 	: 
B,TOTAL,AVG_A,BG	1.5 p	1.6 p	1.4 	1.3 	1.8 	1.9 	1.5 	1.1 	0.8 	0.4 	: 
B,TOTAL,AVG_A,CH	0.6 	0.3 	0.4 	0.4 	0.7 	0.6 	0.6 	0.5 	0.4 	0.4 	0.9 
B,TOTAL,AVG_A,CY	0.9 	0.8 	1.3 	0.1 	0.1 	0.4 	0.1 	1.5 	1.7 	2.7 	: 
B,TOTAL,AVG_A,CZ	1.5 	0.7 	0.4 	0.3 	0.3 	0.1 	0.3 	0.3 	0.2 	0.2 	1.1 
B,TOTAL,AVG_A,DE	1.0 	0.9 	0.7 	0.5 	0.6 	0.6 	0.4 	0.6 	: 	: 	: 
B,TOTAL,AVG_A,DK	4.2 p	3.4 	2.0 	1.9 	2.6 	1.2 	3.0 	3.2 	2.2 	: 	: 
B,TOTAL,AVG_A,EA	1.0 e	0.7 e	0.5 e	0.5 e	0.6 e	0.6 e	0.7 e	0.6 e	: 	: 	: 
B,TOTAL,AVG_A,EA19	1.0 e	0.7 e	0.5 e	0.5 e	0.6 e	0.6 e	0.7 e	0.6 e	: 	: 	: 
B,TOTAL,AVG_A,EE	0.2 	0.7 	0.6 	0.4 	0.3 	0.4 	0.7 	0.5 	0.4 	0.1 	0.2 
B,TOTAL,AVG_A,EL	0.3 	0.2 	0.1 	0.0 	0.3 	: c	2.5 	0.4 	0.1 	0.5 	: 
B,TOTAL,AVG_A,ES	0.1 p	0.1 	0.1 	0.2 	0.1 	0.2 b	0.2 	0.3 	0.4 	0.6 	: 
B,TOTAL,AVG_A,EU	0.9 	0.7 	0.6 	0.6 	0.7 	0.7 	0.8 	0.7 	: 	: 	: 
B,TOTAL,AVG_A,EU27	0.9 	0.7 	0.6 	0.6 	0.7 	0.8 	0.8 	0.7 	: 	: 	: 
B,TOTAL,AVG_A,EU28	0.9 	0.7 	0.6 	0.6 	0.7 	0.7 	0.8 	0.7 	: 	: 	: 
B,TOTAL,AVG_A,FI	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 
B,TOTAL,AVG_A,HR	0.4 	0.4 	0.2 b	0.5 	0.0 	: c	0.1 	: 	: 	: 	: 
B,TOTAL,AVG_A,HU	2.1 p	0.6 	0.5 	0.1 	0.5 	0.5 	0.8 	0.3 	0.2 	0.1 	0.3 
B,TOTAL,AVG_A,IE	0.0 p	0.5 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
B,TOTAL,AVG_A,LT	0.1 	1.1 	0.2 	0.2 	0.2 	0.1 	0.1 	0.0 	0.0 	0.0 	1.4 
B,TOTAL,AVG_A,LU	0.2 	0.1 	0.1 	0.1 	0.1 	0.0 	0.4 	0.1 	0.0 	0.0 	0.2 
B,TOTAL,AVG_A,LV	2.2 	0.9 	0.8 	0.1 	0.0 	0.4 	0.2 	0.0 	0.7 	1.3 	0.7 
B,TOTAL,AVG_A,MK	1.2 	1.1 	0.8 	2.0 	0.7 	0.7 	1.3 	: 	: 	: 	: 
B,TOTAL,AVG_A,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
B,TOTAL,AVG_A,NL	2.6 p	2.3 p	1.4 p	1.8 p	4.1 	4.4 	4.5 	4.7 	4.0 	3.9 	4.2 
B,TOTAL,AVG_A,NO	2.6 	1.1 	0.6 	0.8 	2.0 	2.7 	3.6 	3.4 	2.1 	: c	: 
B,TOTAL,AVG_A,PL	0.2 	0.1 	0.1 	0.0 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	: 
B,TOTAL,AVG_A,PT	: c	: c	: c	: c	: c	: c	: c	: c	: c	0.3 	0.3 
B,TOTAL,AVG_A,RO	0.1 	0.2 	0.2 	0.2 	0.2 	0.1 	0.1 	0.0 	0.0 	0.1 	: 
B,TOTAL,AVG_A,SE	3.3 	2.8 	3.7 	3.9 	3.0 	4.5 	4.0 	2.3 	2.8 	0.6 	: 
B,TOTAL,AVG_A,SI	0.5 	0.7 	0.5 	: c	0.4 	0.1 	0.1 	0.3 	0.3 	0.2 	0.3 
B,TOTAL,AVG_A,SK	1.2 	1.0 	1.7 	0.9 	0.3 	0.6 	0.8 	0.8 	0.8 	0.9 	1.9 
B,TOTAL,AVG_A,UK	1.9 p	1.9 	1.8 	1.6 	2.7 	3.2 	3.0 	2.9 	1.8 	1.7 	3.4 
B-E,GE10,AVG_3Y,BE	2.2 	1.9 	1.6 	1.4 	1.4 	: 	: 	: 	: 	: 	: 
B-E,GE10,AVG_3Y,BG	0.7 p	0.7 p	0.7 	0.7 	0.6 	0.6 	0.6 	0.6 	: 	: 	: 
B-E,GE10,AVG_3Y,CY	1.4 	1.0 	0.7 	0.6 	0.6 	0.8 	1.3 	2.5 	: 	: 	: 
B-E,GE10,AVG_3Y,CZ	3.6 	2.5 	1.6 	1.0 	0.7 	0.6 	0.7 	0.7 	1.7 	: 	: 
B-E,GE10,AVG_3Y,DE	1.6 	1.3 	1.1 	1.1 	1.1 	1.1 	: 	: 	: 	: 	: 
B-E,GE10,AVG_3Y,DK	1.4 p	1.3 	1.2 	1.1 	1.0 	1.0 	0.9 	: 	: 	: 	: 
B-E,GE10,AVG_3Y,EE	1.6 	1.4 	1.3 	1.3 	1.3 	1.2 	1.0 	0.7 	1.1 	: 	: 
B-E,GE10,AVG_3Y,EL	0.5 	0.5 	0.5 	: 	: 	: 	0.4 	0.7 	: 	: 	: 
B-E,GE10,AVG_3Y,ES	0.3 p	0.3 	0.2 	0.2 b	0.2 b	0.2 b	0.3 	0.3 	: 	: 	: 
B-E,GE10,AVG_3Y,FI	1.7 	1.6 	1.3 	1.1 b	1.2 b	1.3 b	1.4 	1.1 	: 	: 	: 
B-E,GE10,AVG_3Y,FR	0.9 	0.7 	0.6 	0.5 	0.5 	0.5 	0.4 	0.3 	0.3 	0.4 	0.4 
B-E,GE10,AVG_3Y,HR	1.2 b	0.9 b	0.7 b	0.5 	0.5 	0.4 	0.3 	: 	: 	: 	: 
B-E,GE10,AVG_3Y,HU	2.7 p	2.3 	1.8 	1.5 	1.2 	1.1 	1.1 	1.0 	1.1 	1.3 	1.4 
B-E,GE10,AVG_3Y,IE	0.7 p	0.6 	0.6 	0.6 	0.5 	0.5 	0.5 	0.4 	0.4 	: 	: 
B-E,GE10,AVG_3Y,IT	0.8 p	0.7 p	0.6 p	0.5 p	0.4 p	0.5 p	0.5 p	0.5 p	0.5 p	0.7 p	0.8 p
B-E,GE10,AVG_3Y,LT	1.7 	1.5 	1.3 	1.2 	1.2 	1.2 	1.0 	0.9 	1.2 	: 	: 
B-E,GE10,AVG_3Y,LU	0.8 	0.7 	0.6 	0.5 	0.4 	0.4 	0.3 	0.3 	0.3 	: 	: 
B-E,GE10,AVG_3Y,LV	2.2 	2.0 	1.8 	2.0 	1.8 	1.9 	1.6 	1.5 	1.4 	: 	: 
B-E,GE10,AVG_3Y,MT	1.9 b	1.9 b	2.0 b	1.6 b	1.8 p	2.0 u	2.5 	2.2 	: 	: 	: 
B-E,GE10,AVG_3Y,NO	1.2 	1.0 	1.1 	1.4 	1.8 	2.1 	2.0 	: 	: 	: 	: 
B-E,GE10,AVG_3Y,PL	0.9 	0.7 	0.5 	0.4 	0.4 	0.4 	0.5 	0.5 	: 	: 	: 
B-E,GE10,AVG_3Y,PT	0.7 	0.6 	0.5 	0.5 	0.4 	0.3 	0.3 	0.3 	0.3 	: 	: 
B-E,GE10,AVG_3Y,RO	1.3 	1.3 	1.1 	1.0 	0.9 	0.8 	0.8 	0.7 	: 	: 	: 
B-E,GE10,AVG_3Y,SE	1.8 	1.5 	1.3 	1.1 	1.1 	1.2 	1.1 	1.0 	: 	: 	: 
B-E,GE10,AVG_3Y,SI	1.6 u	1.3 b	0.9 b	0.7 b	0.6 	0.5 	0.5 	0.4 	0.4 	: 	: 
B-E,GE10,AVG_3Y,SK	1.1 	0.9 	0.8 	0.7 	0.6 	0.6 	0.6 	0.6 	0.7 	: 	: 
B-E,GE10,AVG_A,BE	2.5 	2.3 	1.9 	1.5 	1.4 	1.3 b	1.6 b	: 	: 	: 	: 
B-E,GE10,AVG_A,BG	0.7 p	0.7 p	0.6 	0.8 	0.6 	0.7 	0.6 	0.6 	0.7 	0.6 	: 
B-E,GE10,AVG_A,CY	1.8 	1.4 	0.9 	0.6 	0.7 	0.6 	0.6 	1.1 	2.2 	4.1 	: 
B-E,GE10,AVG_A,CZ	5.0 	3.4 	2.4 	1.7 	0.9 	0.5 	0.7 	0.8 	0.7 	0.7 	3.5 
B-E,GE10,AVG_A,DE	1.9 	1.6 	1.2 	1.1 	1.1 	1.0 	1.1 	1.3 	: 	: 	: 
B-E,GE10,AVG_A,DK	1.5 p	1.4 	1.3 	1.1 	1.1 	1.0 	1.0 	1.0 	0.8 	: 	: 
B-E,GE10,AVG_A,EE	1.5 	1.9 	1.3 	1.2 	1.4 	1.4 	1.2 	1.1 	0.7 	0.4 	2.2 
B-E,GE10,AVG_A,EL	0.6 	0.4 	0.5 	0.5 	0.4 	: 	0.3 	0.5 	0.5 	1.0 	: 
B-E,GE10,AVG_A,ES	0.3 p	0.3 	0.3 	0.2 	0.2 	0.3 b	0.2 	0.3 	0.3 	0.2 	: 
B-E,GE10,AVG_A,FI	1.6 	2.2 	1.4 	1.1 	1.2 	1.0 b	1.6 	1.3 	1.3 	0.7 	: 
B-E,GE10,AVG_A,FR	1.1 	0.9 	0.7 	0.5 	0.5 	0.5 	0.5 	0.5 	0.3 	0.2 	0.4 
B-E,GE10,AVG_A,HR	1.3 	1.2 	1.1 b	0.6 	0.6 	0.4 	0.4 	0.4 	0.3 	: 	: 
B-E,GE10,AVG_A,HU	3.1 p	2.8 	2.2 	1.8 	1.5 	1.2 	1.1 	1.1 	1.2 	0.8 	1.4 
B-E,GE10,AVG_A,IE	0.7 p	0.6 	0.7 	0.6 	0.6 	0.6 	0.5 	0.5 	0.5 	0.3 	0.4 
B-E,GE10,AVG_A,IT	1.0 p	0.8 p	0.6 p	0.6 p	0.5 p	0.4 p	0.4 p	0.6 p	0.4 p	0.3 p	0.8 p
B-E,GE10,AVG_A,LT	1.9 	1.8 	1.3 	1.3 	1.2 	1.2 	1.2 	1.1 	0.9 	0.7 	2.0 
B-E,GE10,AVG_A,LU	0.9 	0.7 	0.7 	0.7 	0.5 	0.4 	0.3 	0.4 	0.3 	0.2 	0.4 
B-E,GE10,AVG_A,LV	2.8 	2.1 	1.7 	2.1 	1.7 	2.1 	1.7 	1.7 	1.5 	1.2 	1.5 
B-E,GE10,AVG_A,MT	1.7 b	1.5 b	2.7 p	1.7 b	1.6 p	1.4 u	2.4 u	2.3 u	2.7 p	1.8 	: 
B-E,GE10,AVG_A,NO	1.8 	1.1 	0.9 	0.9 	1.4 	1.8 	2.3 	2.2 	1.5 	: 	: 
B-E,GE10,AVG_A,PL	1.1 	0.9 	0.7 	0.5 	0.5 	0.3 	0.4 	0.5 	0.5 	0.4 	: 
B-E,GE10,AVG_A,PT	0.8 	0.9 	0.5 	0.5 	0.5 	0.3 	0.3 	0.3 	0.4 	0.3 	0.3 
B-E,GE10,AVG_A,RO	1.3 	1.3 	1.3 	1.2 	0.9 	0.9 	0.7 	0.8 	0.7 	0.6 	: 
B-E,GE10,AVG_A,SE	2.0 	1.9 	1.5 	1.2 	1.1 	1.0 	1.1 	1.4 	1.0 	0.5 	: 
B-E,GE10,AVG_A,SI	1.7 	1.8 u	1.1 u	0.9 b	0.8 	0.5 	0.4 	0.5 	0.4 	0.3 	0.5 
B-E,GE10,AVG_A,SK	1.2 	1.1 	0.9 	0.7 	0.7 	0.6 	0.6 	0.6 	0.6 	0.5 	1.1 
B-E,TOTAL,AVG_3Y,AT	1.8 	1.4 	1.2 	1.1 	1.2 	1.2 	1.3 	1.1 	: 	: 	: 
B-E,TOTAL,AVG_3Y,BE	2.3 	2.0 	1.7 	1.5 b	1.5 b	1.4 	1.3 	: 	: 	: 	: 
B-E,TOTAL,AVG_3Y,BG	0.7 p	0.7 p	0.6 	0.6 	0.6 	0.6 	0.6 	0.6 	: 	: 	: 
B-E,TOTAL,AVG_3Y,CH	1.5 	1.3 	1.3 	1.3 	1.4 	1.5 	1.5 	1.3 	1.4 	1.6 	1.8 
B-E,TOTAL,AVG_3Y,CY	1.3 	1.0 	0.8 	0.6 	0.6 	0.9 	1.5 	2.6 	: 	: 	: 
B-E,TOTAL,AVG_3Y,CZ	3.7 	2.6 	1.7 	1.1 	0.7 	0.7 	0.7 	0.8 	1.7 	: 	: 
B-E,TOTAL,AVG_3Y,DE	1.7 	1.4 	1.3 	1.2 	1.2 	1.2 	: 	: 	: 	: 	: 
B-E,TOTAL,AVG_3Y,DK	1.4 p	1.3 	1.2 	1.1 	1.0 	1.0 	0.9 	: 	: 	: 	: 
B-E,TOTAL,AVG_3Y,EA	1.3 e	1.1 e	1.0 e	0.9 e	0.8 	0.9 	: 	: 	: 	: 	: 
B-E,TOTAL,AVG_3Y,EA19	1.3 e	1.1 e	1.0 e	0.9 e	0.9 	0.9 	: 	: 	: 	: 	: 
B-E,TOTAL,AVG_3Y,EE	1.6 	1.5 	1.3 	1.3 	1.4 	1.3 	1.0 	0.8 	1.2 	: 	: 
B-E,TOTAL,AVG_3Y,EL	0.6 	0.7 	0.9 	: c	: c	: c	0.7 	1.2 	: 	: 	: 
B-E,TOTAL,AVG_3Y,ES	0.3 p	0.3 	0.3 	0.3 b	0.3 b	0.3 b	0.3 	0.4 	: 	: 	: 
B-E,TOTAL,AVG_3Y,EU	1.5 	1.3 	1.1 	1.0 	0.9 	0.9 	: 	: 	: 	: 	: 
B-E,TOTAL,AVG_3Y,EU27	1.5 	1.3 	1.1 	1.0 	0.9 	0.9 	: 	: 	: 	: 	: 
B-E,TOTAL,AVG_3Y,EU28	1.5 	1.3 	1.1 	1.0 	0.9 	0.9 	: 	: 	: 	: 	: 
B-E,TOTAL,AVG_3Y,FI	1.8 	1.6 	1.3 	1.2 b	1.3 b	1.4 b	1.5 	1.2 	: 	: 	: 
B-E,TOTAL,AVG_3Y,HR	1.2 b	1.0 b	0.8 b	0.5 	0.5 	: 	: 	: 	: 	: 	: 
B-E,TOTAL,AVG_3Y,HU	2.6 p	2.2 	1.8 	1.4 	1.2 	1.1 	1.1 	1.0 	1.1 	1.2 	1.4 
B-E,TOTAL,AVG_3Y,IE	0.7 p	0.6 	0.6 	0.6 	0.5 	0.5 	0.5 	0.4 	0.4 	: 	: 
B-E,TOTAL,AVG_3Y,LT	1.6 	1.4 	1.2 	1.2 	1.2 	1.1 	1.0 	0.9 	1.2 	: 	: 
B-E,TOTAL,AVG_3Y,LU	0.7 	0.6 	0.6 	0.5 	0.4 	0.3 	0.3 	0.3 	0.3 	: 	: 
B-E,TOTAL,AVG_3Y,LV	2.2 	2.0 	1.8 	1.8 	1.7 	1.7 	1.5 	1.4 	1.3 	: 	: 
B-E,TOTAL,AVG_3Y,MK	1.7 	1.7 	1.6 	1.6 	1.6 	: 	: 	: 	: 	: 	: 
B-E,TOTAL,AVG_3Y,NL	2.3 p	1.8 p	1.5 p	1.3 p	1.2 	1.4 	1.4 	1.4 	1.6 	2.1 	2.5 
B-E,TOTAL,AVG_3Y,NO	1.3 	1.0 	1.1 	1.4 	1.9 	2.1 	2.0 	1.8 	: 	: 	: 
B-E,TOTAL,AVG_3Y,PL	1.0 	0.8 	0.6 	0.5 	0.4 	0.4 	0.5 	0.6 	: 	: 	: 
B-E,TOTAL,AVG_3Y,PT	0.7 	0.6 	0.5 	0.4 	0.4 	0.3 	0.3 	0.3 	0.3 	: 	: 
B-E,TOTAL,AVG_3Y,RO	1.3 	1.2 	1.1 	1.0 	0.8 	0.8 	0.7 	0.7 	: 	: 	: 
B-E,TOTAL,AVG_3Y,SE	1.9 	1.6 	1.3 	1.2 	1.1 	1.2 	1.2 	1.0 	: 	: 	: 
B-E,TOTAL,AVG_3Y,SI	1.8 u	1.5 b	1.2 b	0.9 b	0.7 	0.6 	0.6 	0.5 	0.5 	: 	: 
B-E,TOTAL,AVG_3Y,SK	1.1 	0.9 	0.8 	0.7 	0.6 	0.6 	0.6 	0.6 	0.8 	: 	: 
B-E,TOTAL,AVG_3Y,UK	2.1 p	2.0 	2.0 	1.9 	1.7 	1.6 	1.5 	1.4 	1.4 	1.7 	1.9 
B-E,TOTAL,AVG_A,AT	2.3 	1.9 	1.2 	1.2 	1.0 	1.1 	1.3 	1.2 	1.3 	0.8 	: 
B-E,TOTAL,AVG_A,BE	2.6 	2.4 	2.0 	1.6 	1.4 	1.3 b	1.8 b	1.2 	0.8 	: 	: 
B-E,TOTAL,AVG_A,BG	0.7 p	0.7 p	0.6 	0.8 	0.6 	0.6 	0.6 	0.5 	0.7 	0.6 	: 
B-E,TOTAL,AVG_A,CH	1.9 	1.5 	1.2 	1.1 	1.5 	1.4 	1.4 	1.6 	1.4 	0.9 	1.9 
B-E,TOTAL,AVG_A,CY	1.5 	1.3 	1.0 	0.6 	0.7 	0.5 	0.8 	1.3 	2.3 	4.2 	: 
B-E,TOTAL,AVG_A,CZ	5.1 	3.5 	2.5 	1.7 	0.9 	0.6 	0.7 	0.8 	0.7 	0.8 	3.6 
B-E,TOTAL,AVG_A,DE	2.1 	1.7 	1.3 	1.3 	1.2 	1.1 	1.3 	1.4 	: 	: 	: 
B-E,TOTAL,AVG_A,DK	1.6 p	1.4 	1.3 	1.1 	1.1 	1.0 	1.0 	1.0 	0.9 	: 	: 
B-E,TOTAL,AVG_A,EA	1.6 e	1.3 e	1.0 e	0.9 e	0.9 e	0.8 e	0.9 e	1.0 e	: 	: 	: 
B-E,TOTAL,AVG_A,EA19	1.6 e	1.3 e	1.0 e	0.9 e	0.9 e	0.8 e	0.9 e	1.0 e	: 	: 	: 
B-E,TOTAL,AVG_A,EE	1.5 	2.1 	1.3 	1.2 	1.4 	1.5 	1.3 	1.1 	0.8 	0.4 	2.3 
B-E,TOTAL,AVG_A,EL	0.6 	0.4 	0.8 	0.9 	1.1 	: c	0.4 	1.0 	0.8 	1.8 	: 
B-E,TOTAL,AVG_A,ES	0.4 p	0.3 	0.3 	0.3 	0.3 	0.4 b	0.3 	0.3 	0.3 	0.5 	: 
B-E,TOTAL,AVG_A,EU	1.8 	1.5 	1.2 	1.1 	1.0 	0.8 	0.9 	1.0 	: 	: 	: 
B-E,TOTAL,AVG_A,EU27	1.8 	1.5 	1.2 	1.1 	1.0 	0.8 	0.9 	1.0 	: 	: 	: 
B-E,TOTAL,AVG_A,EU28	1.8 	1.5 	1.2 	1.1 	1.0 	0.8 	0.9 	1.0 e	: 	: 	: 
B-E,TOTAL,AVG_A,FI	1.7 	2.2 	1.5 	1.2 	1.2 	1.1 b	1.8 	1.4 	1.3 	0.9 	: 
B-E,TOTAL,AVG_A,HR	1.3 	1.3 	1.1 b	0.6 	0.5 	0.4 	0.4 	: 	: 	: 	: 
B-E,TOTAL,AVG_A,HU	3.1 p	2.7 	2.2 	1.8 	1.4 	1.2 	1.0 	1.1 	1.1 	0.7 	1.3 
B-E,TOTAL,AVG_A,IE	0.7 p	0.6 	0.7 	0.6 	0.6 	0.5 	0.5 	0.5 	0.5 	0.3 	0.5 
B-E,TOTAL,AVG_A,LT	1.8 	1.7 	1.3 	1.3 	1.1 	1.2 	1.2 	1.1 	0.9 	0.7 	2.1 
B-E,TOTAL,AVG_A,LU	0.9 	0.6 	0.6 	0.6 	0.4 	0.3 	0.3 	0.3 	0.3 	0.1 	0.3 
B-E,TOTAL,AVG_A,LV	2.7 	2.2 	1.7 	2.0 	1.5 	1.9 	1.6 	1.6 	1.4 	1.1 	1.4 
B-E,TOTAL,AVG_A,MK	1.8 	1.9 	1.4 	1.7 	1.8 	1.4 	1.5 	: 	: 	: 	: 
B-E,TOTAL,AVG_A,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
B-E,TOTAL,AVG_A,NL	2.7 p	2.3 p	1.8 p	1.5 p	1.3 	1.1 	1.3 	1.7 	1.4 	1.0 	2.5 
B-E,TOTAL,AVG_A,NO	1.8 	1.2 	0.9 	0.9 	1.5 	1.8 	2.3 	2.2 	1.5 	: c	: 
B-E,TOTAL,AVG_A,PL	1.2 	1.0 	0.8 	0.6 	0.5 	0.4 	0.4 	0.5 	0.6 	0.5 	: 
B-E,TOTAL,AVG_A,PT	0.8 	0.9 	0.5 	0.5 	0.5 	0.3 	0.3 	0.3 	0.4 	0.2 	0.4 
B-E,TOTAL,AVG_A,RO	1.3 	1.2 	1.3 	1.1 	0.9 	0.9 	0.7 	0.8 	0.7 	0.6 	: 
B-E,TOTAL,AVG_A,SE	2.1 	1.9 	1.5 	1.3 	1.2 	1.0 	1.1 	1.4 	1.0 	0.5 	: 
B-E,TOTAL,AVG_A,SI	1.9 	2.0 	1.5 u	1.1 b	1.0 	0.7 	0.6 	0.7 	0.5 	0.4 	0.6 
B-E,TOTAL,AVG_A,SK	1.3 	1.1 	0.9 	0.8 	0.7 	0.6 	0.5 	0.6 	0.6 	0.5 	1.1 
B-E,TOTAL,AVG_A,UK	2.3 p	2.1 	2.0 	2.0 	1.9 	1.6 	1.6 	1.6 	1.3 	1.2 	1.8 
B-F,GE10,AVG_3Y,BE	2.5 	2.0 	1.7 	1.5 	1.6 	: 	: 	: 	: 	: 	: 
B-F,GE10,AVG_3Y,BG	0.6 p	0.6 p	0.6 	0.6 	0.5 	0.5 	0.5 	0.5 	: 	: 	: 
B-F,GE10,AVG_3Y,CY	1.2 	0.9 	0.6 	0.5 	0.6 	0.6 	1.2 	2.3 	: 	: 	: 
B-F,GE10,AVG_3Y,CZ	3.9 	2.6 	1.7 	1.1 	0.7 	0.7 	0.8 	0.9 	1.9 	: 	: 
B-F,GE10,AVG_3Y,DE	2.0 	1.6 	1.4 	1.3 	1.2 	1.3 	: 	: 	: 	: 	: 
B-F,GE10,AVG_3Y,DK	1.6 p	1.4 	1.2 	1.0 	1.0 	0.9 	0.9 	: 	: 	: 	: 
B-F,GE10,AVG_3Y,EE	1.5 	1.3 	1.1 	1.2 	1.2 	1.1 	0.9 	0.7 	1.0 	: 	: 
B-F,GE10,AVG_3Y,EL	0.4 	0.4 	0.5 	: 	: 	: 	0.4 	0.6 	: 	: 	: 
B-F,GE10,AVG_3Y,ES	0.3 p	0.3 	0.2 	0.2 b	0.2 b	0.3 b	0.3 	0.3 	: 	: 	: 
B-F,GE10,AVG_3Y,FI	1.8 	1.6 	1.3 	1.1 b	1.3 b	1.4 b	1.5 	1.2 	: 	: 	: 
B-F,GE10,AVG_3Y,FR	0.9 	0.7 	0.5 	0.5 	0.5 	0.5 	0.4 	0.4 	0.4 	0.5 	0.6 
B-F,GE10,AVG_3Y,HR	1.1 b	0.9 b	0.7 b	0.5 	0.4 	0.4 	0.3 	: 	: 	: 	: 
B-F,GE10,AVG_3Y,HU	2.7 p	2.2 	1.8 	1.4 	1.2 	1.1 	1.1 	1.0 	1.1 	1.2 	1.4 
B-F,GE10,AVG_3Y,IE	0.6 p	0.6 	0.6 	0.6 	0.5 	0.5 	0.4 	0.4 	0.3 	: 	: 
B-F,GE10,AVG_3Y,IT	0.8 p	0.7 p	0.6 p	0.5 p	0.4 p	0.5 p	0.5 p	0.5 p	0.5 p	0.7 p	0.8 p
B-F,GE10,AVG_3Y,LT	1.6 	1.4 	1.2 	1.1 	1.1 	1.1 	1.0 	0.9 	1.1 	: 	: 
B-F,GE10,AVG_3Y,LU	0.7 	0.6 	0.5 	0.4 	0.4 	0.4 	0.4 	0.3 	0.3 	: 	: 
B-F,GE10,AVG_3Y,LV	2.4 	2.0 	1.8 	1.9 	1.9 	1.9 	1.7 	1.5 	1.3 	: 	: 
B-F,GE10,AVG_3Y,MT	2.2 b	2.3 b	2.4 b	1.8 b	1.9 p	2.0 u	2.4 	2.2 	: 	: 	: 
B-F,GE10,AVG_3Y,NO	1.5 	1.2 	1.3 	1.5 	1.9 	2.1 	2.1 	: 	: 	: 	: 
B-F,GE10,AVG_3Y,PL	1.0 	0.8 	0.6 	0.4 	0.4 	0.4 	0.5 	0.6 	: 	: 	: 
B-F,GE10,AVG_3Y,PT	0.7 	0.6 	0.5 	0.4 	0.3 	0.3 	0.3 	0.3 	0.3 	: 	: 
B-F,GE10,AVG_3Y,RO	1.2 	1.1 	1.0 	0.9 	0.8 	0.7 	0.7 	0.7 	: 	: 	: 
B-F,GE10,AVG_3Y,SE	1.8 	1.6 	1.3 	1.1 	1.0 	1.1 	1.1 	0.9 	: 	: 	: 
